1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.000954092423612849e+02,9.993232635703218136e+01,1.000252440060850319e+02,1.000743592239577566e+02,1.000537803937500740e+02,1.000071965776869689e+02,1.000414411107797292e+02,1.001176527196762152e+02,1.000102725554646241e+02,9.993046298823577445e+01,9.998296604021120970e+01,1.000219323301081857e+02
1.000824973460119907e+02,9.993615610773012747e+01,9.997792351163279534e+01,1.000827821592674667e+02,1.001122185056250942e+02,1.001191674864391246e+02,1.000831660952123769e+02,1.000536853265470256e+02,9.993687350923066504e+01,9.994118580990638634e+01,1.000162996323709308e+02,9.994928504771225164e+01
1.000841160086967392e+02,9.996510571023355851e+01,1.000209413490211716e+02,1.001959989805464488e+02,1.001651162700713513e+02,1.000973039492943002e+02,1.000702567419393176e+02,1.000397941955634025e+02,1.000113205233593021e+02,9.991921072234396206e+01,9.986981730548893665e+01,9.999000910909697382e+01
9.999654714784044529e+01,9.986428384799808100e+01,9.989142929688307504e+01,1.002289061645532229e+02,1.001079681252294478e+02,1.000659466564785873e+02,1.000473476986988857e+02,1.000066321623918100e+02,9.999115283738859716e+01,9.998683175728997696e+01,9.994651463863498009e+01,1.000104834561871030e+02
9.994225710352469605e+01,9.985568242327818211e+01,9.986777229890522278e+01,1.003057646209662295e+02,1.000844954244067253e+02,1.000298962629585589e+02,1.001132969601986105e+02,1.000083853156930331e+02,9.999602533447881569e+01,9.998967050534744772e+01,9.991085575755495540e+01,1.000004018380856223e+02
9.997813558041185900e+01,9.990687295183455774e+01,9.986805411824857970e+01,1.003261237035598441e+02,1.000304654500087906e+02,1.000346932365297619e+02,1.000886211607681417e+02,9.993864475628888044e+01,9.994058488694007281e+01,9.999522549802415483e+01,9.996403004149519234e+01,1.000840061008727560e+02
9.995922885002107705e+01,9.983240262881858484e+01,9.974919694908382439e+01,1.003349272823536182e+02,9.986591015490699874e+01,9.989147508887440097e+01,1.000901927933417426e+02,9.992903353201458572e+01,9.990597719425267087e+01,9.997352959150666152e+01,9.995289158954903996e+01,1.001099798028422612e+02
9.993661641031218323e+01,1.000120667551152422e+02,9.978001614374548467e+01,1.003408264921352782e+02,9.990620212623279883e+01,9.991571175621541556e+01,1.000553969045951703e+02,9.979271184311045317e+01,9.993487397291801244e+01,1.001052445313539891e+02,9.996717511295973679e+01,1.001492220774953239e+02
9.999046194883308658e+01,1.000431303087413824e+02,9.983112117775712591e+01,1.002775307557936344e+02,9.993456069803768571e+01,9.992546613129366051e+01,1.001497553987462936e+02,9.982499738702976799e+01,9.981671942750834603e+01,1.000234194870016893e+02,9.990952184307285222e+01,1.001770185793006647e+02
9.986267328623539186e+01,1.000941134327525361e+02,9.985535351449041741e+01,1.001892014761549774e+02,9.999022498620573174e+01,9.990057879751537939e+01,1.001941589513079123e+02,9.983466750257585431e+01,9.990181172399650222e+01,1.000656625047097492e+02,9.984106961120998847e+01,1.002371585665366922e+02
9.985499727108449974e+01,1.001003784842135502e+02,9.984672632407708193e+01,1.001845359740774910e+02,9.995452484277296890e+01,9.989994038101585261e+01,1.001673441264735800e+02,9.990639187086966899e+01,1.000307454096754043e+02,1.001236967602223018e+02,9.982788190042300869e+01,1.003486190524106263e+02
9.984966210070818704e+01,1.001645337454433928e+02,9.994233787518783174e+01,1.002126915512392600e+02,1.000601103806693430e+02,1.000162810666016071e+02,1.001431627013510308e+02,9.983242615780800122e+01,9.997690665711184010e+01,1.000476016486695841e+02,9.984831776825494387e+01,1.002225087357867466e+02
9.982570486020897249e+01,1.001531181866029812e+02,9.996286217674764885e+01,1.002354159092713388e+02,1.001516553493134438e+02,9.996902875374620123e+01,1.000916010513325602e+02,9.985483281513228349e+01,1.000465918868755182e+02,1.000005607780080652e+02,9.989074615099724497e+01,1.002680437626862329e+02
